"tmpID","labels","value","reqType","fieldName","modeluid","uid","seq","parentId"
"fv0303","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",19,"N/A"
"fv0304","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",20,"N/A"
"fv0305","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",21,"N/A"
"fv0306","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",22,"N/A"
"fv0307","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",23,"N/A"
"fv0308","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",24,"N/A"
"fv0309","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",25,"N/A"
"fv0310","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",26,"N/A"
"fv0311","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",27,"N/A"
"fv0312","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",28,"N/A"
"fv0313","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",29,"N/A"
"fv0314","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",30,"N/A"
"fv0315","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",31,"N/A"
"fv0316","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",32,"N/A"
"fv0317","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",33,"N/A"
"fv0318","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",34,"N/A"
"fv0319","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",35,"N/A"
"fv0320","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",36,"N/A"
"fv0321","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",37,"N/A"
"fv0322","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",38,"N/A"
"fv0323","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",39,"N/A"
"fv0324","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",40,"N/A"
"fv0325","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",41,"N/A"
"fv0326","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",42,"N/A"
"fv0327","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",43,"N/A"
"fv0328","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",44,"N/A"
"fv0329","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",45,"N/A"
"fv0330","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",46,"N/A"
"fv0331","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",47,"N/A"
"fv0332","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",48,"N/A"
"fv0333","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",49,"N/A"
"fv0334","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",50,"N/A"
"fv0335","FieldValue","Accept criterion here","STAKEHOLDER","acceptanceCriterion","","",51,"N/A"
"fv0336","FieldValue","Device: Security - Controller-Pod drive","TECHNICAL","title","","",0,"N/A"
"fv0337","FieldValue","Device: Security - Controller-Pod communication","TECHNICAL","title","","",1,"N/A"
"fv0338","FieldValue","Device: Architecture","TECHNICAL","title","","",2,"N/A"
"fv0339","FieldValue","Device: Security - pre-programmed","TECHNICAL","title","","",3,"N/A"
"fv0340","FieldValue","Device: ATE interface","TECHNICAL","title","","",4,"N/A"
"fv0341","FieldValue","Device: Components - Skin Sensor","TECHNICAL","title","","",5,"N/A"
"fv0342","FieldValue","Device: Coupling - ease","TECHNICAL","title","","",6,"N/A"
"fv0343","FieldValue","Device: Coupling - method","TECHNICAL","title","","",7,"N/A"
"fv0344","FieldValue","Device: Service (2)","TECHNICAL","title","","",8,"N/A"
"fv0345","FieldValue","Device: Service (1)","TECHNICAL","title","","",9,"N/A"
"fv0346","FieldValue","Device: Composition","TECHNICAL","title","","",10,"N/A"
"fv0347","FieldValue","Device purpose: On-body Delivery System","TECHNICAL","title","","",11,"N/A"
"fv0348","FieldValue","Device purpose: basal infusion","TECHNICAL","title","","",12,"N/A"
"fv0349","FieldValue","Device purpose: bolus delivery","TECHNICAL","title","","",13,"N/A"
"fv0350","FieldValue","Device purpose: Wearable","TECHNICAL","title","","",14,"N/A"
"fv0351","FieldValue","Device purpose: Drug access","TECHNICAL","title","","",15,"N/A"
"fv0352","FieldValue","Device purpose: User feedback","TECHNICAL","title","","",16,"N/A"
"fv0353","FieldValue","Device purpose: Ensure safe use","TECHNICAL","title","","",17,"N/A"
"fv0354","FieldValue","Device purpose: Lifecycle (use)","TECHNICAL","title","","",18,"N/A"
"fv0355","FieldValue","Device FSM: State - basal","TECHNICAL","title","","",19,"N/A"
"fv0356","FieldValue","Drug delivery (basal): Number of pulses per hour","TECHNICAL","title","","",20,"N/A"
"fv0357","FieldValue","Drug delivery (basal): Pre-programming","TECHNICAL","title","","",21,"N/A"
"fv0358","FieldValue","Drug delivery (basal): Dose configurations","TECHNICAL","title","","",22,"N/A"
"fv0359","FieldValue","Drug delivery (basal): Pulse flow rate","TECHNICAL","title","","",23,"N/A"
"fv0360","FieldValue","Drug delivery (bolus): bolus volume","TECHNICAL","title","","",24,"N/A"
"fv0361","FieldValue","Drug delivery (bolus): Pre-programming","TECHNICAL","title","","",25,"N/A"
"fv0362","FieldValue","Drug delivery (bolus): bolus flow rate","TECHNICAL","title","","",26,"N/A"
"fv0363","FieldValue","Drug delivery (bolus): Availability per Therapy Cycle","TECHNICAL","title","","",27,"N/A"
"fv0364","FieldValue","Drug delivery (bolus): Maximum per Therapy Cycle","TECHNICAL","title","","",28,"N/A"
"fv0365","FieldValue","Drug delivery (bolus): Availability, first hour","TECHNICAL","title","","",29,"N/A"
"fv0366","FieldValue","Drug delivery (bolus): Availability, after first hour","TECHNICAL","title","","",30,"N/A"
"fv0367","FieldValue","Device FSM: State - PAUSE","TECHNICAL","title","","",31,"N/A"
"fv0368","FieldValue","Drug delivery (Drug): Drug viscosity","TECHNICAL","title","","",32,"N/A"
"fv0369","FieldValue","Device monitoring: Logging","TECHNICAL","title","","",33,"N/A"
"fv0370","FieldValue","Drug delivery (Occlusion detection): basal delivery","TECHNICAL","title","","",34,"N/A"
"fv0371","FieldValue","Drug delivery (Occlusion detection): Performance","TECHNICAL","title","","",35,"N/A"
"fv0372","FieldValue","Device FSM: Transition - ATE  --> SHELF_LIFE","TECHNICAL","title","","",36,"N/A"
"fv0373","FieldValue","Device FSM: Transition  INITIALIZATION --> SHELF_LIFE","TECHNICAL","title","","",37,"N/A"
"fv0374","FieldValue","Device FSM: State - SHELF_LIFE","TECHNICAL","title","","",38,"N/A"
"fv0375","FieldValue","Device FSM: Transition POD_IDENTIFICATION --> POWER_OFF (Pod identification times out)","TECHNICAL","title","","",39,"N/A"
"fv0376","FieldValue","Device FSM: Transition  CHANGE_POD --> POWER_OFF (skin presence detection times out)","TECHNICAL","title","","",40,"N/A"
"fv0377","FieldValue","Device FSM: Transition  INITIALIZATION --> POWER_OFF (Pod detached during initialization)","TECHNICAL","title","","",41,"N/A"
"fv0378","FieldValue","Device FSM: State - POWER_OFF","TECHNICAL","title","","",42,"N/A"
"fv0379","FieldValue","Device FSM: Transition  --> DECOUPLED","TECHNICAL","title","","",43,"N/A"
"fv0380","FieldValue","Device FSM: State - DECOUPLED","TECHNICAL","title","","",44,"N/A"
"fv0381","FieldValue","Device FSM: Transition SHELF_LIFE --> INITIALIZATION (successful coupling of Controller and Pod)","TECHNICAL","title","","",45,"N/A"
"fv0382","FieldValue","Device FSM: Transition POWER_OFF --> INITIALIZATION","TECHNICAL","title","","",46,"N/A"
"fv0383","FieldValue","Device FSM: Actions - Coupled Pod number check","TECHNICAL","title","","",47,"N/A"
"fv0384","FieldValue","Device FSM: State - INITIALIZATION","TECHNICAL","title","","",48,"N/A"
"fv0385","FieldValue","Device FSM: Transition  INITIALIZATION --> NRE","TECHNICAL","title","","",49,"N/A"
"fv0386","FieldValue","Device FSM: Transition  CHANGE_POD --> NRE (identification of an non-recoverable error)","TECHNICAL","title","","",50,"N/A"
"fv0387","FieldValue","Device FSM: State - NRE","TECHNICAL","title","","",51,"N/A"
"fv0388","FieldValue","Device FSM: Transition  INITIALIZATION --> ATE_MODE","TECHNICAL","title","","",52,"N/A"
"fv0389","FieldValue","Device FSM: Transition  INITIALIZATION --> POD_IDENTIFICATION","TECHNICAL","title","","",53,"N/A"
"fv0390","FieldValue","Device FSM: State - POD_IDENTIFICATION","TECHNICAL","title","","",54,"N/A"
"fv0391","FieldValue","Device FSM: State - POD_IDENTIFICATION (2)","TECHNICAL","title","","",55,"N/A"
"fv0392","FieldValue","Device FSM: Actions -  Initialization of Controller lifetime count","TECHNICAL","title","","",56,"N/A"
"fv0393","FieldValue","Device FSM: Transition POD_IDENTIFICATION --> CHANGE_POD (Pod delivery profile mismatch)","TECHNICAL","title","","",57,"N/A"
"fv0394","FieldValue","Device FSM: Transition  IDLE --> CHANGE_POD (end of therapy)","TECHNICAL","title","","",58,"N/A"
"fv0395","FieldValue","Device FSM: Transition  --> CHANGE_POD (basal delivery error)","TECHNICAL","title","","",59,"N/A"
"fv0396","FieldValue","Device FSM: Transition  --> CHANGE_POD (bolus delivery error)","TECHNICAL","title","","",60,"N/A"
"fv0397","FieldValue","Device FSM: Transition - Skin Needle retraction after transit to CHANGE_POD","TECHNICAL","title","","",61,"N/A"
"fv0398","FieldValue","Device FSM: Transition  --> CRITICAL_VOLTAGE","TECHNICAL","title","","",62,"N/A"
"fv0399","FieldValue","Device FSM: State - CRITICAL_VOLTAGE","TECHNICAL","title","","",63,"N/A"
"fv0400","FieldValue","Device FSM: Transition  --> SETUP, following successful Pod identification","TECHNICAL","title","","",64,"N/A"
"fv0401","FieldValue","Device FSM: State - SETUP","TECHNICAL","title","","",65,"N/A"
"fv0402","FieldValue","Device FSM: Transition  PAUSE --> IDLE (start/pause button pressed)","TECHNICAL","title","","",66,"N/A"
"fv0403","FieldValue","Device FSM: Transition, Therapy Cycle duration expired","TECHNICAL","title","","",67,"N/A"
"fv0404","FieldValue","Device FSM: Transition  IDLE --> basal (settling time expired)","TECHNICAL","title","","",68,"N/A"
"fv0405","FieldValue","Device FSM: Transition  IDLE --> basal (basal pulse interval time expired)","TECHNICAL","title","","",69,"N/A"
"fv0406","FieldValue","Device FSM: Transition  IDLE --> basal (basal pulse interval expired, pause >= basal_interval)","TECHNICAL","title","","",70,"N/A"
"fv0407","FieldValue","Device FSM: Transition  IDLE --> basal (basal pulse interval expired, pause < basal_interval)","TECHNICAL","title","","",71,"N/A"
"fv0408","FieldValue","Drug delivery (basal): Pulse volume","TECHNICAL","title","","",72,"N/A"
"fv0409","FieldValue","Drug delivery (basal): Pulse duration","TECHNICAL","title","","",73,"N/A"
"fv0410","FieldValue","Device monitoring: Motor current during basal delivery","TECHNICAL","title","","",74,"N/A"
"fv0411","FieldValue","Device FSM: Transition  IDLE --> bolus (bolus requested by User)","TECHNICAL","title","","",75,"N/A"
"fv0412","FieldValue","Device FSM: State - bolus","TECHNICAL","title","","",76,"N/A"
"fv0413","FieldValue","Device monitoring: Motor current during bolus delivery","TECHNICAL","title","","",77,"N/A"
"fv0414","FieldValue","Device FSM: Actions - Delivered bolus calculation","TECHNICAL","title","","",78,"N/A"
"fv0415","FieldValue","Device FSM: Actions  --> Therapy Cycle duration times out","TECHNICAL","title","","",79,"N/A"
"fv0416","FieldValue","Device FSM: Transition, scheduled basal pulse during bolus delivery","TECHNICAL","title","","",80,"N/A"
"fv0417","FieldValue","Device FSM: Transition  --> IDLE (successful bolus delivery)","TECHNICAL","title","","",81,"N/A"
"fv0418","FieldValue","Device FSM: Transition  IDLE --> PAUSE (pause button pressed)","TECHNICAL","title","","",82,"N/A"
"fv0419","FieldValue","Device FSM: Transition, pause requested by User during basal pulse","TECHNICAL","title","","",83,"N/A"
"fv0420","FieldValue","Drug delivery (Air priming): Residual air","TECHNICAL","title","","",84,"N/A"
"fv0421","FieldValue","Drug delivery (General): Residual drug calculation","TECHNICAL","title","","",85,"N/A"
"fv0422","FieldValue","Drug delivery (Occlusion detection): bolus delivery","TECHNICAL","title","","",86,"N/A"
"fv0423","FieldValue","Device FSM: Transition  --> NRE","TECHNICAL","title","","",87,"N/A"
"fv0424","FieldValue","Device FSM: Actions - Generic error management","TECHNICAL","title","","",88,"N/A"
"fv0425","FieldValue","Skin sensor: Elapsed time since loss of detection","TECHNICAL","title","","",89,"N/A"
"fv0426","FieldValue","Device monitoring: Used Pod definition","TECHNICAL","title","","",90,"N/A"
"fv0427","FieldValue","Device monitoring: Time from first activation","TECHNICAL","title","","",91,"N/A"
"fv0428","FieldValue","Drug delivery (Air priming): On skin detection only","TECHNICAL","title","","",92,"N/A"
"fv0429","FieldValue","Drug delivery (Air priming): Automation","TECHNICAL","title","","",93,"N/A"
"fv0430","FieldValue","Device: Operating noise","TECHNICAL","title","","",94,"N/A"
"fv0431","FieldValue","Device: Orientation","TECHNICAL","title","","",95,"N/A"
"fv0432","FieldValue","Drug delivery (General): Encoder counts compensation algorithm","TECHNICAL","title","","",96,"N/A"
"fv0433","FieldValue","Drug delivery (basal): Dose accuracy","TECHNICAL","title","","",97,"N/A"
"fv0434","FieldValue","Drug delivery (bolus): Dose accuracy","TECHNICAL","title","","",98,"N/A"
"fv0435","FieldValue","Drug delivery (General): Missed volume","TECHNICAL","title","","",99,"N/A"
"fv0436","FieldValue","Device security: Self-contained","TECHNICAL","title","","",100,"N/A"
"fv0437","FieldValue","Device security: Anti-tamper (2)","TECHNICAL","title","","",101,"N/A"
"fv0438","FieldValue","Device security: Anti-tamper (1)","TECHNICAL","title","","",102,"N/A"
"fv0439","FieldValue","Drug delivery (General): Hold up volume","TECHNICAL","title","","",103,"N/A"
"fv0440","FieldValue","Pod: NIM - Skin Needle, Safety interlock retraction trigger","TECHNICAL","title","","",104,"N/A"
"fv0441","FieldValue","Information signals: Components","TECHNICAL","title","","",105,"N/A"
"fv0442","FieldValue","Controller-Pod connection: Connect force","TECHNICAL","title","","",106,"N/A"
"fv0443","FieldValue","Controller-Pod connection: Disconnect force","TECHNICAL","title","","",107,"N/A"
"fv0444","FieldValue","Controller-Pod connection: Orientation","TECHNICAL","title","","",108,"N/A"
"fv0445","FieldValue","Controller-Pod connection: Misalignment","TECHNICAL","title","","",109,"N/A"
"fv0446","FieldValue","Controller-Pod connection: Unintentional decoupling","TECHNICAL","title","","",110,"N/A"
"fv0447","FieldValue","Information signals: Device orientation","TECHNICAL","title","","",111,"N/A"
"fv0448","FieldValue","Alarms: Visibility","TECHNICAL","title","","",112,"N/A"
"fv0449","FieldValue","Information signals: Therapy delivering indicator","TECHNICAL","title","","",113,"N/A"
"fv0450","FieldValue","Information signals: bolus requested","TECHNICAL","title","","",114,"N/A"
"fv0451","FieldValue","Information signals: Pod change needed","TECHNICAL","title","","",115,"N/A"
"fv0452","FieldValue","Alarms: Sound pressure level","TECHNICAL","title","","",116,"N/A"
"fv0453","FieldValue","Alarms: Low priority visual alarm pattern","TECHNICAL","title","","",117,"N/A"
"fv0454","FieldValue","Alarms: High priority visual alarm pattern","TECHNICAL","title","","",118,"N/A"
"fv0455","FieldValue","Information signals: bolus availability","TECHNICAL","title","","",119,"N/A"
"fv0456","FieldValue","Information signals: bolus delivering UI","TECHNICAL","title","","",120,"N/A"
"fv0457","FieldValue","Information signals: bolus completed","TECHNICAL","title","","",121,"N/A"
"fv0458","FieldValue","Information signals: Pause requested","TECHNICAL","title","","",122,"N/A"
"fv0459","FieldValue","Information signals: Pause reminders","TECHNICAL","title","","",123,"N/A"
"fv0460","FieldValue","Information signals: Pod identification and skin detection","TECHNICAL","title","","",124,"N/A"
"fv0461","FieldValue","Drug delivery (UI):","TECHNICAL","title","","",125,"N/A"
"fv0462","FieldValue","Information signals: Location","TECHNICAL","title","","",126,"N/A"
"fv0463","FieldValue","Alarms: Low Priority auditory alarm pattern","TECHNICAL","title","","",127,"N/A"
"fv0464","FieldValue","Alarms: High Priority auditory alarm pattern","TECHNICAL","title","","",128,"N/A"
